job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,remote_ratio
Data Engineer,MI,FT,Remote,2022,US,161000,USD,161000,US,M,100
Data Engineer,MI,FT,Remote,2022,US,118000,USD,118000,US,M,100
Applied Scientist,SE,FT,Remote,2022,US,205000,USD,205000,US,M,100
Data Science Manager,SE,FT,On-site,2022,US,247500,USD,247500,US,M,0
Data Science Manager,SE,FT,On-site,2022,US,172200,USD,172200,US,M,0
Data Analyst,SE,FT,On-site,2022,US,177000,USD,177000,US,M,0
Data Analyst,SE,FT,On-site,2022,US,131000,USD,131000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,146000,USD,146000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,102000,USD,102000,US,M,0
Data Engineer,MI,FT,On-site,2022,US,80000,USD,80000,US,M,0
Data Engineer,MI,FT,On-site,2022,US,65000,USD,65000,US,M,0
Data Engineer,MI,FT,Remote,2022,US,175000,USD,175000,US,M,100
Data Engineer,MI,FT,Remote,2022,US,135000,USD,135000,US,M,100
Data Scientist,EN,FT,On-site,2022,US,80000,USD,80000,US,M,0
Data Engineer,SE,FT,Remote,2022,US,231250,USD,231250,US,M,100
Data Engineer,SE,FT,Remote,2022,US,138750,USD,138750,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,193750,USD,193750,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,116250,USD,116250,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,231250,USD,231250,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,138750,USD,138750,US,M,100
Data Engineer,SE,FT,Remote,2022,US,193750,USD,193750,US,M,100
Data Engineer,SE,FT,Remote,2022,US,116250,USD,116250,US,M,100
Data Scientist,SE,FT,Remote,2022,US,208000,USD,208000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,127000,USD,127000,US,M,100
Research Scientist,SE,FT,Remote,2022,US,300000,USD,300000,US,M,100
Research Scientist,SE,FT,Remote,2022,US,196000,USD,196000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,205000,USD,205000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,185000,USD,185000,US,M,100
Machine Learning Engineer,SE,FT,On-site,2022,US,247500,USD,247500,US,M,0
Machine Learning Engineer,SE,FT,On-site,2022,US,172200,USD,172200,US,M,0
Data Analyst,SE,FT,On-site,2022,US,110000,USD,110000,US,M,0
Data Science Tech Lead,SE,FT,Hybrid,2022,US,375000,USD,375000,US,L,50
Data Scientist,SE,FT,On-site,2022,US,225000,USD,225000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,156400,USD,156400,US,M,0
Data Scientist,SE,FT,On-site,2022,US,140700,USD,140700,US,M,0
Data Scientist,SE,FT,On-site,2022,US,93800,USD,93800,US,M,0
Data Scientist,SE,FT,Remote,2022,US,350000,USD,350000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,135000,USD,135000,US,M,100
Machine Learning Engineer,SE,FT,On-site,2022,US,201000,USD,201000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2022,US,119000,USD,119000,US,M,0
Data Engineer,SE,FT,Remote,2022,US,175000,USD,175000,US,M,100
Data Analyst,SE,FT,On-site,2022,US,154560,USD,154560,US,M,0
Data Analyst,SE,FT,On-site,2022,US,123648,USD,123648,US,M,0
Data Engineer,MI,FT,On-site,2022,US,170000,USD,170000,US,M,0
Data Engineer,MI,FT,On-site,2022,US,145000,USD,145000,US,M,0
Data Engineer,SE,FT,Remote,2022,US,135000,USD,135000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,100000,USD,100000,US,M,100
Data Scientist,SE,FT,On-site,2022,US,247500,USD,247500,US,M,0
Data Scientist,SE,FT,On-site,2022,US,172200,USD,172200,US,M,0
Data Scientist,SE,FT,Remote,2022,US,177500,USD,177500,US,M,100
Data Scientist,SE,FT,Remote,2022,US,134000,USD,134000,US,M,100
Data Architect,SE,FT,Remote,2022,US,192564,USD,192564,US,M,100
Data Architect,SE,FT,Remote,2022,US,144854,USD,144854,US,M,100
Data Engineer,SE,FT,Remote,2022,US,179305,USD,179305,US,M,100
Data Engineer,SE,FT,Remote,2022,US,142127,USD,142127,US,M,100
Data Engineer,SE,FT,Remote,2022,US,315000,USD,315000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,225000,USD,225000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,243900,USD,243900,US,M,100
Data Scientist,SE,FT,Remote,2022,US,156600,USD,156600,US,M,100
Data Analyst,MI,FT,On-site,2022,US,79000,USD,79000,US,M,0
Data Engineer,SE,FT,Remote,2022,US,182500,USD,182500,US,M,100
Data Engineer,SE,FT,Remote,2022,US,128500,USD,128500,US,M,100
Data Manager,EN,FT,Remote,2022,US,77300,USD,77300,US,M,100
Data Manager,EN,FT,Remote,2022,US,45600,USD,45600,US,M,100
Data Analyst,SE,FT,Remote,2022,US,110000,USD,110000,US,M,100
Data Architect,SE,FT,Remote,2022,US,210000,USD,210000,US,M,100
Data Architect,SE,FT,Remote,2022,US,136000,USD,136000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,170000,USD,170000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,140000,USD,140000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,247500,USD,247500,US,M,0
Data Engineer,SE,FT,On-site,2022,US,172200,USD,172200,US,M,0
Data Engineer,SE,FT,On-site,2022,US,225000,USD,225000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,184100,USD,184100,US,M,0
Data Scientist,MI,FT,Remote,2022,US,100000,USD,100000,US,M,100
Data Scientist,MI,FT,Remote,2022,US,85000,USD,85000,US,M,100
Data Scientist,MI,FT,Remote,2022,US,78000,USD,78000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,161000,USD,161000,US,M,100
Head of Data,EX,FT,On-site,2022,US,205000,USD,205000,US,M,0
Head of Data,EX,FT,On-site,2022,US,160000,USD,160000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,245000,USD,245000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,180000,USD,180000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,220000,USD,220000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,198440,USD,198440,US,L,0
Data Scientist,SE,FT,On-site,2022,US,144000,USD,144000,US,L,0
Data Engineer,SE,FT,On-site,2022,US,240000,USD,240000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,198440,USD,198440,US,M,0
Data Scientist,SE,FT,On-site,2022,US,144000,USD,144000,US,M,0
Data Analyst,MI,FT,Remote,2022,US,150000,USD,150000,US,M,100
Data Analyst,EN,FT,Remote,2022,US,64000,USD,64000,US,L,100
Data Analyst,SE,FT,On-site,2022,US,150000,USD,150000,US,M,0
Data Analyst,SE,FT,On-site,2022,US,127000,USD,127000,US,M,0
Data Engineer,SE,FT,Remote,2022,US,275000,USD,275000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,166000,USD,166000,US,M,100
Data Scientist,SE,FT,On-site,2022,US,159699,USD,159699,US,M,0
Data Scientist,SE,FT,On-site,2022,US,138938,USD,138938,US,M,0
BI Analyst,EN,FT,Hybrid,2022,US,76000,USD,76000,US,L,50
Data Analyst,SE,FT,On-site,2022,US,80000,USD,80000,US,M,0
Data Analyst,SE,FT,On-site,2022,US,52500,USD,52500,US,M,0
Data Engineer,SE,FT,Remote,2022,US,236000,USD,236000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,182000,USD,182000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,180000,USD,180000,US,M,100
Data Analyst,SE,FT,Remote,2022,US,135000,USD,135000,US,M,100
Research Engineer,MI,FT,Remote,2022,US,240000,USD,240000,US,M,100
Data Analyst,EN,PT,Hybrid,2022,China,125404,USD,125404,US,S,50
Data Engineer,SE,FT,Remote,2022,US,195000,USD,195000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,110000,USD,110000,US,M,0
Data Operations Analyst,SE,FT,On-site,2022,US,123000,USD,123000,US,M,0
Data Operations Analyst,SE,FT,On-site,2022,US,92250,USD,92250,US,M,0
ML Engineer,MI,FT,Remote,2022,US,180000,USD,180000,US,M,100
ML Engineer,MI,FT,Remote,2022,US,100000,USD,100000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,97000,USD,97000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,90000,USD,90000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2022,US,180000,USD,180000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,260000,USD,260000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,180000,USD,180000,US,M,0
Analytics Engineer,EX,FT,Remote,2022,US,210000,USD,210000,US,M,100
Analytics Engineer,EX,FT,Remote,2022,US,157000,USD,157000,US,M,100
Data Analyst,MI,FT,On-site,2022,US,80000,USD,80000,US,M,0
Data Analyst,MI,FT,On-site,2022,US,52500,USD,52500,US,M,0
Data Architect,SE,FT,On-site,2022,US,128000,USD,128000,US,M,0
Data Architect,SE,FT,On-site,2022,US,81500,USD,81500,US,M,0
Data Operations Engineer,SE,FT,On-site,2022,US,105000,USD,105000,US,M,0
Data Operations Engineer,SE,FT,On-site,2022,US,70000,USD,70000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,175000,USD,175000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,122500,USD,122500,US,M,0
Data Engineer,SE,FT,On-site,2022,US,171000,USD,171000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,117000,USD,117000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,202800,USD,202800,US,L,0
Data Scientist,SE,FT,On-site,2022,US,104300,USD,104300,US,L,0
Data Architect,SE,FT,On-site,2022,US,345600,USD,345600,US,M,0
Data Architect,SE,FT,On-site,2022,US,230400,USD,230400,US,M,0
Data Analyst,SE,FT,Remote,2022,US,175950,USD,175950,US,M,100
Data Analyst,SE,FT,Remote,2022,US,130050,USD,130050,US,M,100
Data Engineer,SE,FT,On-site,2022,US,205600,USD,205600,US,L,0
Data Engineer,SE,FT,On-site,2022,US,105700,USD,105700,US,L,0
Data Analyst,SE,FT,Remote,2022,US,236600,USD,236600,US,M,100
Data Scientist,EN,FT,Remote,2022,US,80000,USD,80000,US,L,100
Data Science Lead,SE,FT,Hybrid,2022,US,165000,USD,165000,US,S,50
Machine Learning Engineer,EN,FT,On-site,2022,US,108000,USD,108000,US,S,0
Data Scientist,SE,FT,Remote,2022,US,155000,USD,155000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,38000,USD,38000,US,M,100
Data Analyst,MI,FT,On-site,2022,US,85000,USD,85000,US,M,0
Data Analyst,MI,FT,On-site,2022,US,65000,USD,65000,US,M,0
Data Scientist,SE,FT,Remote,2022,US,153600,USD,153600,US,M,100
Data Scientist,SE,FT,Remote,2022,US,106800,USD,106800,US,M,100
Data Scientist,SE,FT,Remote,2022,US,50000,USD,50000,US,M,100
Data Scientist,SE,FT,On-site,2022,US,123400,USD,123400,US,M,0
Data Scientist,SE,FT,On-site,2022,US,88100,USD,88100,US,M,0
Data Scientist,SE,FT,Remote,2022,US,120000,USD,120000,US,S,100
Data Scientist,SE,FT,Remote,2022,US,55000,USD,55000,US,S,100
Analytics Engineer,SE,FT,On-site,2022,US,150000,USD,150000,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,120000,USD,120000,US,M,0
Data Science Consultant,SE,FT,On-site,2022,US,139000,USD,139000,US,M,0
Data Analyst,SE,FT,On-site,2022,US,139600,USD,139600,US,M,0
Data Analyst,SE,FT,On-site,2022,US,85700,USD,85700,US,M,0
Data Engineer,SE,FT,Remote,2022,US,185000,USD,185000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,50000,USD,50000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,200000,USD,200000,US,M,100
ML Engineer,MI,FT,Remote,2022,US,148500,USD,148500,US,L,100
ML Engineer,MI,FT,Remote,2022,US,98200,USD,98200,US,L,100
Data Analyst,SE,FT,Remote,2022,US,115000,USD,115000,US,M,100
Data Analyst,SE,FT,Remote,2022,US,95000,USD,95000,US,M,100
Data Architect,SE,FT,Remote,2022,US,225000,USD,225000,US,M,100
Data Architect,SE,FT,Remote,2022,US,66000,USD,66000,US,M,100
Data Manager,MI,FT,On-site,2022,US,134000,USD,134000,US,M,0
Data Manager,MI,FT,On-site,2022,US,98000,USD,98000,US,M,0
Data Analyst,MI,FT,On-site,2022,US,105000,USD,105000,US,M,0
Data Analyst,MI,FT,On-site,2022,US,62000,USD,62000,US,M,0
BI Data Analyst,EN,FT,Remote,2022,US,57000,USD,57000,US,L,100
Data Scientist,MI,FT,Remote,2022,US,144200,USD,144200,US,M,100
Data Scientist,MI,FT,Remote,2022,US,115360,USD,115360,US,M,100
Data Architect,SE,FT,Remote,2022,US,180000,USD,180000,US,M,100
Data Architect,SE,FT,Remote,2022,US,160000,USD,160000,US,M,100
Data Scientist,MI,FT,Hybrid,2022,US,108000,USD,108000,US,L,50
Machine Learning Manager,SE,FT,Remote,2022,US,200000,USD,200000,US,M,100
Machine Learning Manager,SE,FT,Remote,2022,US,150000,USD,150000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,188700,USD,188700,US,M,100
Data Engineer,SE,FT,Remote,2022,US,160395,USD,160395,US,M,100
Data Scientist,SE,FT,Remote,2022,US,198440,USD,198440,US,M,100
Data Scientist,SE,FT,Remote,2022,US,144000,USD,144000,US,M,100
Applied Scientist,SE,FT,Remote,2022,US,191475,USD,191475,US,M,100
Applied Scientist,SE,FT,Remote,2022,US,141525,USD,141525,US,M,100
Lead Data Scientist,SE,FT,Remote,2022,US,156868,USD,156868,US,L,100
Data Analyst,SE,CT,Remote,2022,US,90000,USD,90000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,200000,USD,200000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,180000,USD,180000,US,M,100
Analytics Engineer,MI,FT,Remote,2022,US,108000,USD,108000,US,M,100
Analytics Engineer,MI,FT,Remote,2022,US,85000,USD,85000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,165000,USD,165000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,132000,USD,132000,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,130000,USD,130000,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,110000,USD,110000,US,M,100
Data Analytics Engineer,MI,FT,Remote,2022,US,135000,USD,135000,US,L,100
Data Engineer,SE,FT,Remote,2022,US,178800,USD,178800,US,L,100
Data Engineer,SE,FT,Remote,2022,US,132100,USD,132100,US,L,100
Data Analyst,EN,FT,Hybrid,2022,Costa Rica,20000,USD,20000,US,M,50
Data Engineer,SE,FT,Remote,2022,US,160000,USD,160000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,85000,USD,85000,US,M,100
ETL Developer,SE,FT,Remote,2022,US,250000,USD,250000,US,M,100
ETL Developer,SE,FT,Remote,2022,US,63000,USD,63000,US,M,100
Data Engineer,EX,FT,Remote,2022,US,187200,USD,187200,US,M,100
Data Engineer,EX,FT,Remote,2022,US,116100,USD,116100,US,M,100
Data Engineer,SE,FT,Remote,2022,US,145000,USD,145000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,229998,USD,229998,US,L,0
Data Engineer,SE,FT,On-site,2022,US,154545,USD,154545,US,L,0
Data Scientist,SE,FT,On-site,2022,US,215000,USD,215000,US,L,0
Data Scientist,SE,FT,On-site,2022,US,159000,USD,159000,US,L,0
AI Scientist,EN,FT,Remote,2022,US,50000,USD,50000,US,M,100
Data Scientist Lead,SE,FT,Remote,2022,US,183000,USD,183000,US,L,100
Data Analyst,SE,FT,Remote,2022,US,99750,USD,99750,US,M,100
Data Analyst,SE,FT,Remote,2022,US,68400,USD,68400,US,M,100
Data Scientist,SE,FT,Remote,2022,US,236900,USD,236900,US,L,100
Data Scientist,SE,FT,Remote,2022,US,159200,USD,159200,US,L,100
Data Science Manager,SE,FT,Remote,2022,US,243225,USD,243225,US,M,100
Data Science Manager,SE,FT,Remote,2022,US,179775,USD,179775,US,M,100
Data Scientist,SE,FT,Remote,2022,US,128000,USD,128000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,191475,USD,191475,US,M,100
Data Scientist,SE,FT,Remote,2022,US,141525,USD,141525,US,M,100
Data Scientist,SE,FT,On-site,2022,US,218000,USD,218000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,145300,USD,145300,US,M,0
ML Engineer,SE,FT,Remote,2022,US,195400,USD,195400,US,L,100
ML Engineer,SE,FT,Remote,2022,US,131300,USD,131300,US,L,100
Data Specialist,EN,FT,Remote,2022,Chile,105000,USD,105000,US,L,100
Data Scientist,SE,FT,Remote,2022,US,207000,USD,207000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,153000,USD,153000,US,M,100
Data Analyst,SE,FT,On-site,2022,US,99000,USD,99000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,195700,USD,195700,US,M,0
Data Engineer,SE,FT,On-site,2022,US,130500,USD,130500,US,M,0
ML Engineer,SE,FT,Remote,2022,US,130000,USD,130000,US,M,100
ML Engineer,SE,FT,Remote,2022,US,84000,USD,84000,US,M,100
Data Operations Engineer,MI,FT,Remote,2022,US,100000,USD,100000,US,M,100
Data Operations Engineer,MI,FT,Remote,2022,US,60000,USD,60000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,141300,USD,141300,US,M,0
Data Engineer,SE,FT,On-site,2022,US,102100,USD,102100,US,M,0
Business Data Analyst,MI,FT,Remote,2022,US,150000,USD,150000,US,L,100
Data Analyst,SE,FT,Remote,2022,US,144000,USD,144000,US,M,100
Data Analyst,SE,FT,Remote,2022,US,113000,USD,113000,US,M,100
Data Architect,SE,FT,Remote,2022,US,195400,USD,195400,US,L,100
Data Architect,SE,FT,Remote,2022,US,131300,USD,131300,US,L,100
Machine Learning Engineer,SE,FT,Remote,2022,US,195400,USD,195400,US,L,100
Machine Learning Engineer,SE,FT,Remote,2022,US,131300,USD,131300,US,L,100
Data Engineer,SE,FT,Remote,2022,US,80000,USD,80000,US,M,100
NLP Engineer,MI,CT,Remote,2022,India,60000,USD,60000,US,S,100
Data Engineer,SE,FT,Remote,2022,US,105000,USD,105000,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,190000,USD,190000,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,140000,USD,140000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,180000,USD,180000,US,L,100
Data Scientist,SE,FT,Remote,2022,US,165000,USD,165000,US,L,100
Applied Machine Learning Scientist,SE,FT,On-site,2022,US,108000,USD,108000,US,L,0
Data Scientist,SE,FT,On-site,2022,US,179400,USD,179400,US,M,0
Data Scientist,SE,FT,On-site,2022,US,154000,USD,154000,US,M,0
Machine Learning Scientist,SE,FT,On-site,2022,US,193900,USD,193900,US,M,0
Machine Learning Scientist,SE,FT,On-site,2022,US,129300,USD,129300,US,M,0
Data Science Manager,EX,FT,On-site,2022,US,222640,USD,222640,US,M,0
Data Science Manager,EX,FT,On-site,2022,US,182160,USD,182160,US,M,0
Data Engineer,MI,FT,On-site,2022,US,150000,USD,150000,US,M,0
Data Engineer,MI,FT,On-site,2022,US,100000,USD,100000,US,M,0
Analytics Engineer,SE,FT,Remote,2022,US,122500,USD,122500,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,100000,USD,100000,US,M,100
Data Engineer,EX,FT,Remote,2022,US,297500,USD,297500,US,M,100
Data Engineer,EX,FT,Remote,2022,US,260000,USD,260000,US,M,100
Data Engineer,SE,FT,Remote,2022,Spain,193000,USD,193000,US,M,100
Data Scientist,EN,FT,On-site,2022,US,93000,USD,93000,US,M,0
Data Scientist,EN,FT,On-site,2022,US,73000,USD,73000,US,M,0
Data Scientist,SE,FT,Remote,2022,US,136994,USD,136994,US,M,100
Data Scientist,SE,FT,Remote,2022,US,101570,USD,101570,US,M,100
Data Analyst,MI,FT,Remote,2022,US,136000,USD,136000,US,M,100
Data Analyst,MI,FT,Remote,2022,US,112000,USD,112000,US,M,100
Data Scientist,SE,FT,Remote,2022,US,172000,USD,172000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,215000,USD,215000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,164000,USD,164000,US,M,0
Data Analyst,MI,FT,Remote,2022,US,97500,USD,97500,US,L,100
Applied Scientist,SE,FT,Remote,2022,US,212800,USD,212800,US,M,100
Applied Scientist,SE,FT,Remote,2022,US,142800,USD,142800,US,M,100
Data Scientist,SE,FT,On-site,2022,US,151800,USD,151800,US,M,0
Data Scientist,SE,FT,On-site,2022,US,130240,USD,130240,US,M,0
Analytics Engineer,SE,FT,Remote,2022,US,165000,USD,165000,US,M,100
Analytics Engineer,SE,FT,Remote,2022,US,140250,USD,140250,US,M,100
Data Scientist,SE,FT,Remote,2022,US,179400,USD,179400,US,M,100
Data Scientist,SE,FT,Remote,2022,US,154000,USD,154000,US,M,100
Financial Data Analyst,MI,FT,On-site,2022,US,75000,USD,75000,US,M,0
Data Scientist,SE,FT,On-site,2022,US,191475,USD,191475,US,M,0
Data Scientist,SE,FT,On-site,2022,US,141525,USD,141525,US,M,0
Data Analyst,SE,FT,On-site,2022,US,115000,USD,115000,US,L,0
Data Operations Analyst,SE,FT,Remote,2022,US,81000,USD,81000,US,M,100
Data Operations Analyst,SE,FT,Remote,2022,US,66000,USD,66000,US,M,100
Data Analyst,EN,FT,Remote,2022,US,46000,USD,46000,US,L,100
Data Engineer,EN,FT,Remote,2022,US,80000,USD,80000,US,L,100
Machine Learning Scientist,EX,FT,Remote,2022,US,200000,USD,200000,US,S,100
Machine Learning Scientist,EX,FT,Remote,2022,US,180000,USD,180000,US,S,100
AI Scientist,EX,FT,Remote,2022,US,200000,USD,200000,US,S,100
Data Scientist,SE,FT,On-site,2022,US,204100,USD,204100,US,M,0
Data Scientist,SE,FT,On-site,2022,US,136100,USD,136100,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,250000,USD,250000,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,63000,USD,63000,US,M,0
Data Specialist,SE,FT,Remote,2022,US,95000,USD,95000,US,M,100
Data Specialist,SE,FT,Remote,2022,US,70000,USD,70000,US,M,100
Applied Machine Learning Scientist,MI,FT,Remote,2022,Bolivia,75000,USD,75000,US,M,100
Data Analyst,MI,FT,On-site,2022,US,113000,USD,113000,US,L,0
Data Scientist,SE,FT,Remote,2022,US,170000,USD,170000,US,M,100
Data Analytics Consultant,MI,FT,Remote,2022,US,113000,USD,113000,US,L,100
Product Data Analyst,MI,FT,Remote,2022,US,140000,USD,140000,US,M,100
Data Scientist,SE,FT,On-site,2022,US,160000,USD,160000,US,L,0
Data Scientist,SE,FT,On-site,2022,US,119300,USD,119300,US,L,0
Research Scientist,MI,FT,Hybrid,2022,US,145000,USD,145000,US,L,50
Data Engineer,SE,FT,On-site,2022,US,90000,USD,90000,US,M,0
ETL Developer,SE,FT,Remote,2022,US,146200,USD,146200,US,M,100
ETL Developer,SE,FT,Remote,2022,US,124270,USD,124270,US,M,100
Data Scientist,MI,FT,On-site,2022,US,225000,USD,225000,US,M,0
Data Scientist,MI,FT,On-site,2022,US,160000,USD,160000,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,245000,USD,245000,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,180000,USD,180000,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,203500,USD,203500,US,M,0
Analytics Engineer,SE,FT,On-site,2022,US,152000,USD,152000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,250000,USD,250000,US,M,0
Data Engineer,SE,FT,On-site,2022,US,63000,USD,63000,US,M,0
Machine Learning Infrastructure Engineer,SE,FT,Remote,2022,US,186000,USD,186000,US,M,100
Machine Learning Infrastructure Engineer,SE,FT,Remote,2022,US,148800,USD,148800,US,M,100
Data Scientist,EN,FT,On-site,2022,US,82000,USD,82000,US,L,0
Applied Machine Learning Scientist,MI,FT,Hybrid,2022,US,173000,USD,173000,US,M,50
Machine Learning Engineer,SE,FT,Remote,2022,US,186000,USD,186000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2022,US,148800,USD,148800,US,M,100
Data Science Manager,MI,FT,Remote,2022,US,158000,USD,158000,US,M,100
Data Science Manager,MI,FT,Remote,2022,US,134000,USD,134000,US,M,100
Analytics Engineer,EX,FT,Remote,2022,US,200000,USD,200000,US,M,100
Analytics Engineer,EX,FT,Remote,2022,US,150000,USD,150000,US,M,100
Data Analyst,SE,FT,On-site,2022,US,216200,USD,216200,US,M,0
Data Analyst,SE,FT,On-site,2022,US,144100,USD,144100,US,M,0
ETL Developer,SE,FT,On-site,2022,US,250000,USD,250000,US,M,0
ETL Developer,SE,FT,On-site,2022,US,63000,USD,63000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2022,US,135000,USD,135000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2022,US,85000,USD,85000,US,M,100
Data Science Manager,SE,FT,Remote,2022,US,206000,USD,206000,US,M,100
Data Science Manager,SE,FT,Remote,2022,US,175100,USD,175100,US,M,100
Machine Learning Engineer,SE,FT,On-site,2022,US,189650,USD,189650,US,M,0
Machine Learning Engineer,SE,FT,On-site,2022,US,164996,USD,164996,US,M,0
Data Engineer,SE,FT,Remote,2022,US,154000,USD,154000,US,M,100
Data Engineer,SE,FT,Remote,2022,US,126000,USD,126000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2022,US,200000,USD,200000,US,L,100
Machine Learning Engineer,SE,FT,Remote,2022,US,150000,USD,150000,US,L,100
Analytics Engineer,SE,FT,Remote,2022,US,135000,USD,135000,US,M,100
Data Analyst,SE,FT,Remote,2022,US,117000,USD,117000,US,M,100
Data Analyst,SE,FT,Remote,2022,US,99450,USD,99450,US,M,100
Machine Learning Engineer,SE,FT,On-site,2022,US,193900,USD,193900,US,M,0
Machine Learning Engineer,SE,FT,On-site,2022,US,129300,USD,129300,US,M,0
Data Analyst,SE,FT,Remote,2022,US,175000,USD,175000,US,M,100
Data Analyst,SE,FT,Remote,2022,US,130000,USD,130000,US,M,100
Data Engineer,SE,FT,On-site,2022,US,188100,USD,188100,US,M,0
Data Engineer,SE,FT,On-site,2022,US,139860,USD,139860,US,M,0
Machine Learning Engineer,SE,FT,On-site,2022,US,248700,USD,248700,US,M,0
Machine Learning Engineer,SE,FT,On-site,2022,US,167100,USD,167100,US,M,0
Data Scientist,SE,FT,On-site,2022,US,205000,USD,205000,US,M,0
Data Architect,SE,FT,On-site,2022,US,141300,USD,141300,US,M,0
Data Architect,SE,FT,On-site,2022,US,102100,USD,102100,US,M,0
Data Architect,SE,FT,On-site,2022,US,250000,USD,250000,US,M,0
Data Architect,SE,FT,On-site,2022,US,63000,USD,63000,US,M,0
Data Science Manager,SE,FT,Remote,2022,US,189500,USD,189500,US,L,100
Data Science Manager,SE,FT,Remote,2022,US,140100,USD,140100,US,L,100
Data Engineer,SE,FT,Remote,2022,US,177600,USD,177600,US,L,100
Data Engineer,SE,FT,Remote,2022,US,131300,USD,131300,US,L,100
Data Engineer,MI,FT,On-site,2022,US,24000,USD,24000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2022,US,202900,USD,202900,US,L,100
Data Engineer,SE,FT,Remote,2022,US,115000,USD,115000,US,M,100
Machine Learning Engineer,EN,FT,Hybrid,2022,US,115000,USD,115000,US,L,50
Machine Learning Engineer,MI,FT,On-site,2022,US,193900,USD,193900,US,M,0
Machine Learning Engineer,MI,FT,On-site,2022,US,129300,USD,129300,US,M,0
Data Scientist,SE,FT,Remote,2022,US,140000,USD,140000,US,L,100
Data Analyst,MI,FT,On-site,2022,US,216200,USD,216200,US,M,0
